name,twnumber,preferred_name,comments
BH4,TW02927,BH206C-4,
BH40,TW02928,ND10-7,
ND10-7,TW02928,ND10-7,
BH41,TW02929,ND10-8,
ND10-8,TW02929,ND10-8,
BH42,TW02930,ND10-9,
ND10-9,TW02930,ND10-9,
BH206C-8,TW02931,BH206C-8,
BH5,TW02931,BH206C-8,
BH206C-9,TW02932,BH206C-9,
BH6,TW02932,BH206C-9,
BH256-4,TW02933,BH256-4,
BH7,TW02933,BH256-4,
BH262C-1,TW02934,BH262C-1,
BH8,TW02934,BH262C-1,
BH262C-2,TW02935,BH262C-2,
BH9,TW02935,BH262C-2,
DEC10F,TW02981,RDEC-1,
RDEC-1,TW02981,RDEC-1,
2566-58,TW03036,2566-58,
4309-65,TW03047,4309-65,
5431-72,TW03051,5431-72,
7210576,TW03051,5431-72,
B6820-C1,TW03064,B6820-C1,
B8026-C1,TW03066,B8026-C1,
B8034-C7,TW03067,B8034-C7,
B8227-C8,TW03068,B8227-C8,
B8228-C1,TW03069,B8228-C1,
B8228-C2,TW03070,B8228-C2,
B8570-C4,TW03071,B8570-C4,
C54-58,TW03154,DEC1B,"bundlin study"
DEC1B,TW03154,DEC1B,
1974-75,TW03161,1974-75,"bundlin study"
230-84,TW03166,230-84,
2956-75,TW03175,2956-75,
3088-72,TW03176,3088-72,"bundlin study"
3182-85,TW03177,3182-85,"bundlin study"
B7014-C12,TW03192,B7014-C12,
B8569-C1,TW03193,B8569-C1,
C6887-C1,TW03194,C6887-C1,
DEC16B,TW03291,ECOR-32,
ECOR-32,TW03291,ECOR-32,
RM28,TW03291,ECOR-32,
029536,TW03372,DIF13,
DIF13,TW03372,DIF13,
041734,TW03407,DIF45,
DIF45,TW03407,DIF45,
911023,TW03424,911023,
48821,TW03475,48821,
48957,TW03484,48957,
48958,TW03485,48958,
1-0106F,TW03494,1-0106F,
PT91-13,TW03494,1-0106F,
PT91-24,TW03506,TB1-0154,
TB1-0154,TW03506,TB1-0154,
1-0067C,TW03509,1-0067C,
PT91-5,TW03509,1-0067C,
046156,TW03535,DIF71,
DIF71,TW03535,DIF71,
DIF97,TW03561,DIF97,
082193,TW03693,082193,
DIF133,TW03693,082193,
DIF139,TW03699,DIF139,
E3787,TW03699,DIF139,
46007,TW03756,46007,
46032,TW03757,46032,
46076-1,TW03758,46076-1,
46076-2,TW03759,46076-2,
46240,TW03772,DEC3B,
DEC3B,TW03772,DEC3B,
46268,TW03779,46268,
46272,TW03780,46272,
46273,TW03781,46273,
46284,TW03782,46284,
46709,TW03797,46709,
46984,TW03802,46984,
C130-53,TW03810,DEC8D,
DEC8D,TW03810,DEC8D,
C16-55,TW03812,C16-55,
C186-61,TW03815,DEC10H,
DEC10H,TW03815,DEC10H,
C192-65,TW03817,C192-65,
LB-072,TW05801,1185/3,
869/3,TW05802,869/3,
LB-073,TW05802,869/3,
910/1,TW05803,910/1,
LB-074,TW05803,910/1,
918/3,TW05804,918/3,
LB-075,TW05804,918/3,
1117/3,TW05805,1117/3,
LB-076,TW05805,1117/3,
856/2,TW05806,856/2,
LB-077,TW05806,856/2,
985/2,TW05807,985/2,
LB-078,TW05807,985/2,
985/3,TW05808,985/3,
LB-079,TW05808,985/3,
1150/1,TW05809,1150/1,
LB-080,TW05809,1150/1,
1153/1,TW05810,1153/1,
LB-081,TW05810,1153/1,
866/3,TW05811,866/3,
LB-082,TW05811,866/3,
868/1,TW05812,868/1,
LB-083,TW05812,868/1,
869/2,TW05813,869/2,
LB-084,TW05813,869/2,
909/1,TW05814,909/1,
LB-085,TW05814,909/1,
971/2,TW05815,971/2,
LB-086,TW05815,971/2,
927/1,TW05816,927/1,
LB-087,TW05816,927/1,
931/1,TW05817,931/1,
LB-088,TW05817,931/1,
119/1,TW05818,119/1,
LB-089,TW05818,119/1,
1120/1,TW05819,1120/1,
LB-090,TW05819,1120/1,
ED-43,TW05982,ED-43,
HK58,TW05982,ED-43,
ED-53,TW05983,ED-53,
HK59,TW05983,ED-53,
ED-68,TW05984,ED-68,
HK60,TW05984,ED-68,
HK61,TW05985,"VUB-EH 60",
"VUB-EH 60",TW05985,"VUB-EH 60",
LB-031,TW05987,LB-031,
395-2,TW05992,395-2,MLST-3
MN01,TW05992,395-2,
776,TW06008,776,
916,TW06009,916,
927,TW06010,927,
TR172,TW00046,DEC8A,
1628,TW06289,1628,
7068,TW06289,1628,
1659,TW06290,1659,
7069,TW06290,1659,
7075,TW06296,RD8,
RD8,TW06296,RD8,
3007-85,TW06315,3007-85,MLST-2
3926-10,TW06323,3926-10,
3926-2,TW06324,3926-2,
3926-3,TW06325,3926-3,
3926-4,TW06326,3926-4,
3926-5,TW06327,3926-5,
3926-6,TW06328,3926-6,
3926-7,TW06329,3926-7,
3926-8,TW06330,3926-8,
3926-9,TW06331,3926-9,
3945-2,TW06332,3945-2,
3971-2,TW06333,3971-2,
3971-3,TW06334,3971-3,
3971-8,TW06335,3971-8,
3971-9,TW06336,3971-9,
3996-3,TW06337,3996-3,
3997-3,TW06338,3997-3,
7025,TW06407,RW2030,
RW2030,TW06407,RW2030,
7026,TW06408,RW1302,
RW2311,TW06408,RW1302,
7027,TW06409,RW1302,
RW1302,TW06409,RW1302,
666/89,TW06410,666/89,
7028,TW06410,666/89,
557/89,TW06411,557/89,
7029,TW06411,557/89,
7030,TW06412,RW2017,
RW2017,TW06412,RW2017,
7031,TW06413,RW1303,
RW1303,TW06413,RW1303,
7032,TW06414,RW2266,
RW2266,TW06414,RW2266,
7033,TW06415,RW2173,
RW2173,TW06415,RW2173,
7035,TW06417,RW2121,
RW2121,TW06417,RW2121,
210/89,TW06538,210/89,
493/89,TW06555,493/89,MLST-1
DEC3F,TW06555,493/89,
514/91,TW06558,514/91,
5412/89,TW06560,5412/89,
25741,TW06725,25741,
26330,TW06726,26330,
TR252,TW06807,TR252,
LT119-19,TW07044,LT119-19,"bundlin study"
LT119-46,TW07073,LT119-46,"bundlin study"
LT119-80,TW07099,LT119-80,"bundlin study"
LTO26-12,TW07143,LTO26-12,
LTO26-14,TW07145,LTO26-14,
LTO26-16,TW07147,LTO26-16,
LTO26-17,TW07148,LTO26-17,
LTO26-19,TW07150,LTO26-19,
LTO26-20,TW07152,LTO26-20,
LTO26-22,TW07154,LTO26-22,
LTO26-23,TW07155,LTO26-23,
LTO26-29,TW07158,LTO26-29,
LTO26-30,TW07160,LTO26-30,
LTO26-32,TW07162,LTO26-32,
LTO26-33,TW07163,LTO26-33,
LTO26-34,TW07164,LTO26-34,
LTO26-37,TW07167,LTO26-37,
LTO26-38,TW07168,LTO26-38,
LTO26-39,TW07169,LTO26-39,
LTO26-40,TW07171,LTO26-40,
LTO26-57,TW07173,LTO26-57,
LTO26-58,TW07174,LTO26-58,
LTO26-59,TW07175,LTO26-59,
LTO26-60,TW07177,LTO26-60,
LTO26-61,TW07178,LTO26-61,
LTO26-62,TW07179,LTO26-62,
LTO26-63,TW07180,LTO26-63,
LTO26-64,TW07181,LTO26-64,
LTO26-67,TW07183,LTO26-67,
LTO26-76,TW07185,LTO26-76,
LTO26-77,TW07186,LTO26-77,
J10,TW07406,J10,
J11,TW07407,J11,
J12,TW07408,J12,
J14,TW07409,J14,
J15,TW07410,J15,
J16,TW07411,J16,
J18,TW07413,J18,
J2,TW07414,J2,
J3,TW07415,J3,
J4,TW07416,J4,
J5,TW07417,J5,
J6,TW07418,J6,
J7,TW07419,J7,
J8,TW07420,J8,
J9,TW07421,J9,
2144,TW07464,2144,
2142,TW07471,2142,
2200,TW07472,2200,
2162,TW07473,2162,
2141,TW07474,2141,
2206,TW07475,2206,
2228,TW07476,2228,
881284,TW07478,881284,
911456,TW07479,911456,
750324,TW07482,750324,
750408,TW07483,750408,
750421,TW07484,750421,
760386,TW07486,760386,
890652,TW07488,890652,
MA9,TW07492,MA9,
MA11,TW07493,MA11,
MA36,TW07494,MA36,
CV261,TW07495,CV261,
CV267,TW07496,CV267,
98-1551A,TW07497,98-1551A,
98-1551B,TW07498,98-1551B,
412/55,TW07502,412/55,MLST-2
3164-97,TW07507,3164-97,
1541,TW07520,1541,
2433,TW07521,2433,
87-16,TW07526,87-16,
85-07,TW07528,85-07,
J1,TW07587,OK-1,MLST-1
OK-1,TW07587,OK-1,
1:72,TW07588,1:72,
1:85,TW07589,1:85,
1:289,TW07590,1:289,
1:361,TW07591,1:361,
1:402,TW07592,1:402,
5:325,TW07593,5:325,
5:447,TW07594,5:447,
6:30,TW07695,6:30,
STEC-10,TW00964,75-83,
STEC-2,TW07702,9:100,
6:36,TW07696,6:36,
6:38,TW07697,6:38,MLST-3
6:65,TW07698,6:65,
7:16,TW07699,7:16,
7:85,TW07700,7:85,
8:113,TW07701,8:113,
9:100,TW07702,9:100,
9:110,TW07703,9:110,
9:252,TW07704,9:252,
10:253,TW07705,10:253,
10:301,TW07706,10:301,
153/1,TW07727,153/1,
155/2,TW07728,155/2,
165/1,TW07729,165/1,
166/2,TW07730,166/2,
154/1,TW07731,154/1,
133/2,TW07732,133/2,
224/5,TW07733,224/5,
141/1,TW07736,141/1,
76/2,TW07737,76/2,
225/6,TW07738,225/6,
134/3,TW07739,134/3,
74/2,TW07740,74/2,
82/1,TW07741,82/1,
81/1,TW07742,81/1,
140/2,TW07743,140/2,
217/5,TW07744,217/5,
131/3,TW07746,131/3,
145/3,TW07747,145/3,
196/4,TW07748,196/4,
209/2,TW07749,209/2,
79/1,TW07754,79/1,
117/5,TW07755,117/5,
120/3,TW07756,120/3,
131/2,TW07757,131/2,
137/4,TW07758,137/4,
187/4,TW07759,187/4,
703/88,TW07766,703/88,
425/88,TW07769,425/88,
658/91,TW07775,658/91,
1042/90,TW07776,1042/90,
99-006-1112,TW07782,99-006-1112,
MR-2.1,TW07783,MR-2.1,
MR-2.2,TW07784,MR-2.2,
ACH0397,TW07788,ACH0397,
2812,TW07790,2812,
O159/97(2),TW07792,O159/97(2),
LP-135/97(1),TW07793,LP-135/97(1),
TR-70/96,TW07794,TR-70/96,
Arg-154/97(3),TW07795,Arg-154/97(3),
LP80/97(1),TW07796,LP80/97(1),
O150/97(3),TW07797,O150/97(3),
CRS-236/97(1),TW07798,CRS-236/97(1),
Micr-109/96,TW07799,Micr-109/96,
ER-8/97,TW07800,ER-8/97,
PE-2/98(1),TW07801,PE-2/98(1),
ME-24/96,TW07802,ME-24/96,
TR-92/96,TW07803,TR-92/96,
ME-82/96,TW07804,ME-82/96,
INE-24/97(1),TW07805,INE-24/97(1),
PE-20/88(1),TW07806,PE-20/88(1),
ME-1753,TW07807,ME-1753,
ME-167/98,TW07808,ME-167/98,
LP-66/97(1),TW07809,LP-66/97(1),
95-3208,TW07813,95-3208,
97-3250,TW07814,97-3250,MLST-3
JP20,TW07856,O31,
O31,TW07856,O31,
2324,TW07857,2324,
250/89,TW07858,250/89,
303/89,TW07859,303/89,
314-S,TW07860,314-S,
352-S,TW07861,352-S,
413/89-1,TW07862,413/89-1,MLST-3
537/89,TW07863,537/89,
72/90-56,TW07864,72/90-56,
IHIT0304,TW07865,IHIT0304,
IHIT0554,TW07866,IHIT0554,
IHIT0578,TW07867,IHIT0578,
IHIT0608,TW07868,IHIT0608,
IHIT1190,TW07869,IHIT1190,
IHIT1703,TW07870,IHIT1703,
IHIT1968,TW07871,IHIT1968,
IHIT2087,TW07872,IHIT2087,
IHIT2115,TW07873,IHIT2115,
IHIT2169,TW07874,IHIT2169,
IHIT2430,TW07875,IHIT2430,
IHIT3000,TW07876,IHIT3000,
RW1372,TW07877,RW1372,
RW1374,TW07878,RW1374,
RW1911,TW07879,RW1911,
107-226,TW07881,107-226,
109-494,TW07882,109-494,
168-586,TW07883,168-586,
87-5680,TW01450,87-5680,
87-5680-I3,TW01450,87-5680,
TB226-A,TW06890,TB226,
EDL932,TW02299,EDL-932,
STEC-14,TW07591,1:361,
STEC-16,TW06315,3007-85,
E2348/69,TW06375,E2348/69,MLST-1
E2348-69,TW06375,E2348/69,
E851/71,TW01237,E851/71,"MLST-2 bundlin study"
2430-78,TW00051,2430-78,"bundlin study"
2430/78,TW00051,2430-78,
97-3256,TW07815,3256-97,
3256-97,TW07815,3256-97,
Taunton69,TW06375,E2348/69,
E3406,TW00860,3406-85,
921-BY,TW04892,921,MLST-1
572-56,TW00588,DEC1a,"MLST-1 bundlin study"
EDL933,TW02302,EDL-933,
"EDL 933",TW02302,EDL-933,
87-01,TW00084,87-01,
87-18,TW00086,87-18,
85-01,TW00087,85-01,
85-08,TW00088,85-08,
86-06,TW00089,86-06,
86-13,TW00090,86-13,
86-18,TW00091,86-18,
87-05,TW00092,87-05,
87-17,TW00094,87-17,
85-03,TW00095,85-03,
86-01,TW00096,86-01,
86-02,TW00097,86-02,
86-15,TW00098,86-15,
86-29,TW00099,86-29,
87-16,TW00100,87-16,
86-05,TW00101,86-05,
86-03,TW00102,86-03,
86-04,TW00103,86-04,
86-10,TW00104,86-10,
86-20,TW00111,86-20,
86-09,TW00112,86-09,
84-01,TW00113,84-01,
85-06,TW00114,85-06,
86-25,TW00115,86-25,
DEC2a,TW00460,DEC2a,
DEC1a,TW00588,DEC1a,
DEC11a,TW00664,DEC11a,
3143-85B,TW00972,3143-85B,
8153B-86,TW00973,8153B-86,
3377-85,TW00974,3377-85,
DEC12f,TW01120,DEC12f,
DEC12a,TW01277,DEC12a,
B2464,TW01380,B2464,
B2464,TW01384,B2464,
D276,TW01385,D276,
B2619,TW01388,B2619,
B1696,TW01389,B1696,
D664,TW01390,D664,
D360,TW01394,D360,
B2464,TW02293,B2464,
B821,TW02296,B821,
EPEC-199,TW02298,EPEC-199,
B1189-1,TW02314,B1189-1,
D360,TW02324,D360,
921,TW04892,921,
83/136,TW04969,83/136,
F41,TW05729,F41,
RW1302,TW06408,RW1302,
TB226,TW06890,TB226,
124-55,TW00034,124-55,
3001-87,TW01782,3001-87,
3007-87,TW01787,3007-87,
3239-87,TW01797,3239-87,
3391-87,TW01813,3391-87,
O-111,TW02497,O-111,
48822,TW03476,48822,
47031,TW03610,47031,
47179,TW03612,47179,
47705,TW03657,47705,
VP01,TW04577,VP01,
VP02,TW04578,VP02,
VP06,TW04582,VP06,
VP07,TW04583,VP07,
VP08,TW04584,VP08,
VP11,TW04587,VP11,
VP12,TW04588,VP12,
VP13,TW04589,VP13,
JP-1,TW07901,JP-1,
JP-2,TW07902,JP-2,
JP-3,TW07903,JP-3,
JP-4,TW07904,JP-4,
JP-5,TW07905,JP-5,
JP-6,TW07906,JP-6,
JP-7,TW07907,JP-7,
JP-8,TW07908,JP-8,
JP-9,TW07909,JP-9,
JP-10,TW07910,JP-10,
JP-11,TW07911,JP-11,
JP-12,TW07912,JP-12,
JP-14,TW07914,JP-14,
JP-15,TW07915,JP-15,
JP-16,TW07916,JP-16,
JP-17,TW07917,JP-17,
JP-18,TW07918,JP-18,
JP-19,TW07919,JP-19,
806-50,TW00081,806-50,"bundlin study"
C1184-64,TW00919,C1184-64,"bundlin study"
C1549-67,TW00921,C1549-67,"bundlin study"
C191-85,TW00925,C191-85,
C194-85,TW00926,C194-85,
C344-62,TW00932,C344-62,
C404-84,TW00936,C404-84,
C490-59,TW00942,C490-59,"bundlin study"
C516-56,TW00944,C516-56,"bundlin study"
C518-56,TW00945,C518-56,"bundlin study"
C566-64,TW00946,C566-64,"bundlin study"
C633-59,TW00949,C633-59,"bundlin study"
C695-60,TW00951,C695-60,"bundlin study"
C804-64,TW00956,C804-64,"bundlin study"
C342-62,TW01266,C342-62,"bundlin study"
C403-63,TW01267,C403-63,"bundlin study"
C48-53,TW01268,C48-53,"bundlin study"
C49-58,TW01269,C49-58,"bundlin study"
C712-65,TW01270,C712-65,"bundlin study"
C765-82,TW01271,C765-82,
C927-81,TW01273,C927-81,"bundlin study"
C966-64,TW01275,C966-64,"bundlin study"
833-60,TW03188,833-60,"bundlin study"
D53,TW04548,D53,
165/87,TW05594,165/87,"bundlin study"
1755/85,TW05595,1755/85,"bundlin study"
1921/85,TW05596,1921/85,"bundlin study"
212/87,TW05597,212/87,"bundlin study"
365/87,TW05603,365/87,"bundlin study"
557/89,TW08163,557/89,
1852-59,TW00039,1852-59,
2956-53,TW00059,2956-53,
614-54,TW00078,614-54,
6234-60,TW00080,6234-60,
3444-87,TW00145,3444-87,
3446-87,TW00146,3446-87,
3447-87,TW00147,3447-87,
3448-87,TW00148,3448-87,
3449-87,TW00149,3449-87,
3450-87,TW00150,3450-87,
1461-61,TW00172,1461-61,
2050-61,TW00176,2050-61,
2272-56,TW00178,2272-56,
2709-65,TW00183,2709-65,
4874-54,TW00196,4874-54,
3794-64,TW00317,3794-64,
4007-64,TW00321,4007-64,
1925-62,TW00451,1925-62,
2635-54,TW00561,2635-54,
3701-54,TW00568,3701-54,
517-57,TW00580,517-57,
A33a,TW00705,A33a,
A49a,TW00706,A49a,
D55,TW04549,D55,
3030A-86,TW00186,DEC8B,
CIP107187,TW00588,DEC1a,
CIP107188,TW00460,DEC2a,"MLST-1 bundlin study"
CIP107189,TW00850,DEC3A,
CIP107190,TW01286,DEC4A,
CIP107191,TW00947,DEC5D,
CIP107192,TW00073,DEC6A,
CIP107193,TW00601,DEC7A,
CIP107194,TW00186,DEC8B,
CIP107195,TW01206,DEC9A,
CIP107196,TW02294,H30,
CIP107197,TW00664,DEC11a,
CIP107198,TW01277,DEC12a,
CIP107199,TW00676,DEC13A,
CIP107200,TW03996,DEC14A,
CIP107201,TW00074,DEC15A,
93-111,TW04863,93-111,
HSP19/4,TW08259,HSP19/4,"bundlin study"
MA551/1,TW08260,MA551/1,"bundlin study"
RN191/1,TW08261,RN191/1,"bundlin study"
RN410/1,TW08262,RN410/1,"bundlin study"
K12,TW08017,K-12,"genome strain"
ATCC47076,TW08017,K-12,"genome strain"
MG1655,TW08017,K-12,MLST
Sakai,TW08264,Sakai,"MLST O157"
A49x1,TW00707,A49x1,
B33a,TW00708,B33a,
B6b,TW00709,B6b,
B81x1,TW00710,B81x1,
B82b,TW00711,B82b,
C13a,TW00712,C13a,
C23a,TW00713,C23a,
C44a,TW00714,C44a,
C8a,TW00715,C8a,
C9a,TW00716,C9a,
D2a,TW00717,D2a,
D76a,TW00718,D76a,
E72a,TW00719,E72a,
E9x1,TW00720,E9x1,
F10a,TW00721,F10a,
F16a,TW00722,F16a,
F43a,TW00723,F43a,
F43c,TW00724,F43c,
F57a,TW00725,F57a,
G88b,TW00726,G88b,
H15a,TW00727,H15a,
H25a,TW00728,H25a,
H67e,TW00729,H67e,
H69a,TW00730,H69a,
I50a,TW00731,I50a,
I57,TW00732,I57,
I5a,TW00733,I5a,
I8d,TW00734,I8d,
J106a,TW00735,J106a,
"J22,1",TW00736,"J22,1",
J22b,TW00737,J22b,
J39a,TW00738,J39a,
J72b,TW00739,J72b,
J92a,TW00740,J92a,
K35a,TW00741,K35a,
K4a,TW00742,K4a,
K5x1,TW00743,K5x1,
L35a,TW00744,L35a,
C189-53,TW00924,C189-53,
C231-59,TW00927,C231-59,
C27-59,TW00928,C27-59,
C298-64,TW00929,C298-64,
C305-58,TW00930,C305-58,
C338-53,TW00931,C338-53,
C36-59,TW00933,C36-59,
C45-66,TW00940,C45-66,
C471-54,TW00941,C471-54,
C61-67,TW00948,C61-67,
C735-65,TW00954,C735-65,
131/72,TW01224,131/72,
1396/69,TW01225,1396/69,
32/73,TW01228,32/73,
380/69,TW01229,380/69,
430/73,TW01230,430/73,
4874/76,TW01231,4874/76,
5419/76,TW01232,5419/76,
576/76,TW01233,576/76,
AC-11982,TW01242,AC-11982,
C295-53,TW01265,C295-53,
A9964,TW01379,A9964,
1223-65,TW01931,1223-65,
3298-59,TW01940,3298-59,
5485-59,TW01961,5485-59,
5543-64,TW01962,5543-64,
5642-62,TW01965,5642-62,
5643-62,TW01966,5643-62,
5644-62,TW01967,5644-62,
5687-66,TW01968,5687-66,
6025-58,TW01970,6025-58,
6035-58,TW01971,6035-58,
6572-60,TW01973,6572-60,
7010-61,TW01974,7010-61,
1937-76,TW02696,1937-76,
5785-72,TW02718,5785-72,
1828-79,TW02818,1828-79,
1849-1-79,TW02819,1849-1-79,
2758-80,TW03132,2758-80,
C192-53,TW03153,C192-53,
D23,TW04542,D23,
D24,TW04543,D24,
D96,TW04551,D96,
VP36,TW05076,VP36,
4484/86,TW05606,4484/86,
9084-83,TW00201,9084-83,MLST-2
3030A-86,TW00970,DEC8b,MLST-1
202-72,TW01096,202-72,MLST-4
3408-67,TW01151,3408-67,MLST-4
3615-53,TW01155,3615-53,MLST-4
ECOR-35,TW02054,ECOR-35,
ECOR-36,TW02055,ECOR-36,
ECOR-38,TW02056,ECOR-38,
ECOR-41,TW02057,ECOR-41,
ECOR-42,TW02058,ECOR-42,
ECOR-43,TW02059,ECOR-43,
ECOR-45,TW02060,ECOR-45,
ECOR-48,TW02061,ECOR-48,
ECOR-51,TW02062,ECOR-51,
ECOR-58,TW02063,ECOR-58,
ECOR-59,TW02064,ECOR-59,
ECOR-65,TW02065,ECOR-65,
ECOR-67,TW02066,ECOR-67,
ECOR-68,TW02067,ECOR-68,
ECOR-70,TW02068,ECOR-70,
ECOR-71,TW02069,ECOR-71,
ECOR-72,TW02070,ECOR-72,
CAB-1,TW02268,RS218,MLST-5
H30,TW02291,H30,
1181-83,TW03118,1181-83,"MLST-3 bundlin study"
ECOR-01,TW03268,ECOR-01,
ECOR-02,TW03269,ECOR-02,
ECOR-03,TW03270,ECOR-03,
ECOR-04,TW03271,ECOR-04,
ECOR-05,TW03272,ECOR-05,
ECOR-06,TW03273,ECOR-06,
ECOR-08,TW03274,ECOR-08,
ECOR-09,TW03275,ECOR-09,
ECOR-10,TW03276,ECOR-10,
ECOR-11,TW03277,ECOR-11,
ECOR-13,TW03278,ECOR-13,
ECOR-15,TW03279,ECOR-15,
ECOR-16,TW03280,ECOR-16,
ECOR-17,TW03281,ECOR-17,
ECOR-18,TW03282,ECOR-18,
ECOR-20,TW03283,ECOR-20,
ECOR-21,TW03284,ECOR-21,
ECOR-22,TW03285,ECOR-22,
ECOR-23,TW03286,ECOR-23,
ECOR-27,TW03287,ECOR-27,
ECOR-28,TW03288,ECOR-28,
ECOR-29,TW03289,ECOR-29,
ECOR-31,TW03290,ECOR-31,
ECOR-34,TW03292,ECOR-34,
ECOR-37,TW03293,ECOR-37,
ECOR-39,TW03294,ECOR-39,
ECOR-40,TW03295,ECOR-40,
ECOR-44,TW03296,ECOR-44,
ECOR-46,TW03297,ECOR-46,
ECOR-47,TW03298,ECOR-47,
ECOR-49,TW03299,ECOR-49,
ECOR-50,TW03300,ECOR-50,
ECOR-52,TW03306,ECOR-52,
ECOR-53,TW03307,ECOR-53,
ECOR-54,TW03308,ECOR-54,
ECOR-55,TW03309,ECOR-55,
ECOR-56,TW03310,ECOR-56,
ECOR-57,TW03311,ECOR-57,
ECOR-60,TW03312,ECOR-60,
ECOR-61,TW03313,ECOR-61,
ECOR-62,TW03314,ECOR-62,
ECOR-63,TW03315,ECOR-63,
ECOR-66,TW03316,ECOR-66,
ECOR-69,TW03317,ECOR-69,
TB227C,TW04174,TB227C,"MLST-3 bundlin study"
N49,TW04393,042,MLST
LT-82,TW06177,LT-82,MLST-4
LT94,TW06189,LT94,MLST-4
LT-99,TW06192,LT-99,MLST-4
ECOR-07,TW02045,ECOR-07,
ECOR-12,TW02046,ECOR-12,
ECOR-14,TW02047,ECOR-14,
ECOR-19,TW02048,ECOR-19,
ECOR-24,TW02049,ECOR-24,
ECOR-25,TW02050,ECOR-25,
ECOR-26,TW02051,ECOR-26,
ECOR-30,TW02052,ECOR-30,
ECOR-33,TW02053,ECOR-33,
E851/71,TW07884,E851/71,"MLST bundlin study"
009-271082,TW07885,009-271082,"bundlin study"
2309-77,TW07886,2309-77,"bundlin study"
E990,TW07887,E990,"bundlin study"
10,TW07889,10,"bundlin study"
"Stoke W",TW07893,"Stoke W","bundlin study"
Beta,TW07895,Beta,"bundlin study"
E56/54,TW07896,E56/54,"bundlin study"
C771,TW07897,C771,"bundlin study"
277-84,TW03173,277-84,"MLST-3 bundlin study"
23/67,TW01226,23/67,
C12-52,TW07615,C12-52,
C142-54,TW07617,C142-54,
C240-52,TW07622,C240-52,
F563-55,TW07653,F563-55,
F436-51,TW07654,F436-51,
45,TW07655,45,
ECOR-64,TW07656,ECOR-64,
C70,TW07656,ECOR-64,
042,TW04393,042,
SF301,TW99997,SF301,NULL
OCT18,TW99998,OCT18,NULL
LT-2,TW99999,LT-2,NULL
LT2,TW99999,LT-2,NULL
LA-29,TW09237,LA-29,NULL
LA-24,TW09232,LA-24,NULL
LA-6,TW09214,LA-6,NULL
LA-3,TW09211,LA-3,NULL
03EN599,TW09207,03EN599,NULL
03EN633,TW09208,03EN633,NULL
03EN598,TW09206,03EN598,NULL
03EN583,TW09204,03EN583,NULL
03EN596,TW09205,03EN596,NULL
03ST1496,TW09201,03ST1496,NULL
03EN167,TW09203,03EN167,NULL
03ST1486,TW09200,03ST1486,NULL
03ST1348,TW09198,03ST1348,NULL
03ST1327,TW09196,03ST1327,NULL
03ST1340,TW09197,03ST1340,NULL
03ST1318,TW09195,03ST1318,NULL
03ST1301,TW09194,03ST1301,NULL
03ST1255,TW09193,03ST1255,NULL
03ST1239,TW09191,03ST1239,NULL
03ST1244,TW09192,03ST1244,NULL
03ST1238,TW09190,03ST1238,NULL
03ST1237,TW09189,03ST1237,NULL
03ST1228,TW09188,03ST1228,NULL
03ST1227,TW09187,03ST1227,NULL
03ST1225,TW09186,03ST1225,NULL
03ST1178,TW09185,03ST1178,NULL
03ST296,TW09184,03ST296,NULL
03EN704,TW09182,03EN704,NULL
03EN705,TW09183,M103-19,NULL
03EN656,TW09181,03EN656,NULL
03EN624,TW09180,03EN624,NULL
03EN584,TW09179,03EN584,NULL
03EN581,TW09178,MI03-9,NULL
03EN164,TW09177,03EN164,NULL
"IH 56909",TW09162,"IH 56909",NULL
"IH 56776",TW09161,"IH 56776",NULL
"IH 21",TW09158,"IH 21",NULL
"IH 20",TW09157,"IH 20",NULL
"IH 19",TW09156,"IH 19",NULL
"IH 16",TW09153,"IH 16",NULL
"IH 18",TW09155,"IH 18",NULL
"IH 15",TW09152,"IH 15",NULL
"IH 14",TW09151,"IH 14",NULL
"IH 12",TW09149,"IH 12",NULL
"IH 13",TW09150,"IH 13",NULL
"IH 11",TW09148,"IH 11",NULL
"IH 9",TW09146,"IH 9",NULL
"IH 10",TW09147,"IH 10",NULL
"IH 8",TW09145,"IH 8",NULL
"IH 7",TW09144,"IH 7",NULL
"IH 6",TW09143,"IH 6",NULL
"IH 5",TW09142,"IH 5",NULL
"IH 4",TW09141,"IH 4",NULL
"IH 3",TW09140,"IH 3",NULL
"IH 2",TW09139,"IH 2",NULL
"IH 1",TW09138,"IH 1",NULL
H2687,TW09136,H2687,NULL
"H 2687",TW09136,H2687,NULL
H1410,TW09135,H1410,NULL
"H 1410",TW09135,H1410,NULL
H1085/3a,TW09133,"H1085 3a",NULL
H1085C,TW09134,H1085C,NULL
H1085-C,TW09134,H1085C,NULL
"H 1085C",TW09134,H1085C,NULL
H1085,TW09131,H1085,NULL
"H 1085",TW09131,H1085,NULL
"H1085 1a/1",TW09132,"H1085 1a/1",NULL
H1085/1a-1,TW09132,"H1085 1a/1",NULL
"TUV 86-2 fliC",TW09130,"TUV 86-2 fliC",NULL
TUV86-2fliC,TW09130,"TUV 86-2 fliC",NULL
"TUV 86-2",TW09129,"TUV 86-2",NULL
TUV86-2,TW09129,"TUV 86-2",NULL
ST-1178,TW09127,ST-1178,NULL
"ST-570 (large)",TW09128,"ST-570 (large)",NULL
ST-1168,TW09126,ST-1168,NULL
ST-1167,TW09125,ST-1167,NULL
ST-1159,TW09124,ST-1159,NULL
ST-1096,TW09123,ST-1096,NULL
